feature_politeness_==Please==_mean,feature_politeness_==Please_start==_mean,feature_politeness_==HASHEDGE==_mean,feature_politeness_==Indirect_(btw)==_mean,feature_politeness_==Hedges==_mean,feature_politeness_==Factuality==_mean,feature_politeness_==Deference==_mean,feature_politeness_==Gratitude==_mean,feature_politeness_==Apologizing==_mean,feature_politeness_==1st_person_pl.==_mean,feature_politeness_==1st_person==_mean,feature_politeness_==1st_person_start==_mean,feature_politeness_==2nd_person==_mean,feature_politeness_==2nd_person_start==_mean,feature_politeness_==Indirect_(greeting)==_mean,feature_politeness_==Direct_question==_mean,feature_politeness_==Direct_start==_mean,feature_politeness_==HASPOSITIVE==_mean,feature_politeness_==HASNEGATIVE==_mean,feature_politeness_==SUBJUNCTIVE==_mean,feature_politeness_==INDICATIVE==_mean,feature_politeness_==Please==_grad,feature_politeness_==Please_start==_grad,feature_politeness_==HASHEDGE==_grad,feature_politeness_==Indirect_(btw)==_grad,feature_politeness_==Hedges==_grad,feature_politeness_==Factuality==_grad,feature_politeness_==Deference==_grad,feature_politeness_==Gratitude==_grad,feature_politeness_==Apologizing==_grad,feature_politeness_==1st_person_pl.==_grad,feature_politeness_==1st_person==_grad,feature_politeness_==1st_person_start==_grad,feature_politeness_==2nd_person==_grad,feature_politeness_==2nd_person_start==_grad,feature_politeness_==Indirect_(greeting)==_grad,feature_politeness_==Direct_question==_grad,feature_politeness_==Direct_start==_grad,feature_politeness_==HASPOSITIVE==_grad,feature_politeness_==HASNEGATIVE==_grad,feature_politeness_==SUBJUNCTIVE==_grad,feature_politeness_==INDICATIVE==_grad
0.0,0.0,0.9,0.0,0.7,0.1,0.0,0.0,0.0,0.4,0.3,0.2,0.4,0.0,0.2,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.018181818181818177,0.0,-0.01818181818181818,0.006060606060606062,0.0,0.0,0.0,0.07272727272727272,-0.006060606060606015,-0.012121212121212106,-0.0606060606060606,0.0,-0.09696969696969696,0.0,0.0,-0.01818181818181818,0.09090909090909093,0.0,0.0
0.0,0.0,0.3333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.13333333333333333,0.26666666666666666,0.2,0.0,0.2,0.13333333333333333,0.06666666666666667,0.4666666666666667,0.4,0.0,0.0,0.0,0.0,0.06071428571428571,0.0,0.014285714285714284,-0.003571428571428571,0.0,0.024999999999999998,0.0,0.0,-0.007142857142857142,-0.021428571428571398,0.010714285714285723,0.0,-0.05714285714285715,-1.3997614105346056e-18,-0.003571428571428571,0.060714285714285714,0.04285714285714285,0.0,0.0
0.0,0.0,0.375,0.0,0.3125,0.0,0.0,0.0625,0.0,0.0,0.125,0.1875,0.1875,0.0,0.125,0.125,0.0625,0.5625,0.1875,0.0,0.0,0.0,0.0,-0.002941176470588225,0.0,-0.022058823529411756,0.0,0.0,0.022058823529411763,0.0,0.0,-0.005882352941176475,0.010294117647058822,-0.03382352941176468,0.0,-0.04117647058823528,-0.005882352941176475,-0.010294117647058823,0.010294117647058842,0.030882352941176472,0.0,0.0
0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.25,0.25,0.375,0.0,0.125,0.0,0.0,0.5,0.625,0.125,0.0,0.0,0.0,-0.059523809523809576,0.0,-0.059523809523809576,0.0,0.0,0.0,0.0,0.05952380952380953,0.023809523809523798,-0.023809523809523826,-0.08333333333333336,0.0,-0.059523809523809576,0.0,0.0,0.09523809523809519,0.17857142857142855,-0.059523809523809576,0.0
0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.0,0.2222222222222222,1.0,0.7777777777777778,0.1111111111111111,0.0,0.0,0.0,0.01666666666666668,0.0,0.01666666666666668,-0.016666666666666646,0.0,0.0,0.0,0.01666666666666667,3.6690045247769417e-17,0.05,-0.0666666666666667,0.0,-0.0666666666666667,0.0,-0.06666666666666662,6.633138920230202e-17,0.03333333333333342,-0.0666666666666667,0.0
0.0,0.0,0.2916666666666667,0.0,0.125,0.041666666666666664,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.125,0.2916666666666667,0.0,0.041666666666666664,0.0,0.0,0.6666666666666666,0.375,0.0,0.0,0.0,0.0,-0.01347826086956524,0.0,-0.02391304347826089,0.009130434782608696,0.0,0.0,0.0,0.006956521739130434,0.009565217391304347,-0.007391304347826094,0.00043478260869563896,0.0,-0.010000000000000014,0.0,0.0,-0.014782608695652165,0.026521739130434784,0.0,0.0
0.0,0.0,0.36363636363636365,0.0,0.2727272727272727,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.45454545454545453,0.0,0.09090909090909091,0.18181818181818182,0.0,0.6363636363636364,0.5454545454545454,0.0,0.0,0.0,0.0,-0.03636363636363637,0.0,-0.0727272727272727,0.0,0.0,0.04545454545454545,0.0,0.03636363636363635,0.0,0.0,-0.018181818181818157,0.0,-0.04545454545454544,0.009090909090909085,0.0,0.027272727272727292,0.08181818181818182,0.0,0.0
0.0,0.0,0.5294117647058824,0.0,0.29411764705882354,0.058823529411764705,0.0,0.058823529411764705,0.0,0.058823529411764705,0.17647058823529413,0.35294117647058826,0.23529411764705882,0.0,0.11764705882352941,0.0,0.11764705882352941,0.5294117647058824,0.47058823529411764,0.0,0.0,0.0,0.0,0.007352941176470606,0.0,-0.044117647058823505,0.009803921568627447,0.0,0.01960784313725489,0.0,0.002450980392156864,-0.022058823529411752,0.019607843137254898,0.019607843137254912,0.0,-0.03676470588235292,0.0,0.017156862745098037,-0.01960784313725488,0.04901960784313725,0.0,0.0
0.0,0.0,0.25,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.125,0.25,0.25,0.0,0.125,0.125,0.0,0.625,0.375,0.0,0.0,0.0,0.0,2.7482455207263857e-18,0.0,0.011904761904761899,0.0,0.0,0.08333333333333331,0.0,0.0,-0.035714285714285726,0.023809523809523798,0.023809523809523756,0.0,-0.059523809523809576,-0.059523809523809576,0.0,0.0833333333333333,0.05952380952380952,0.0,0.0
0.0,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,-0.049999999999999954,0.0,-0.08333333333333326,0.0,0.0,0.06666666666666665,0.0,0.0,0.0,-0.03333333333333329,0.05,0.0,-0.0666666666666667,-0.04999999999999994,0.0,0.050000000000000065,0.0,0.0,0.0
