feature_politeness_==Please==_mean,feature_politeness_==Please_start==_mean,feature_politeness_==HASHEDGE==_mean,feature_politeness_==Indirect_(btw)==_mean,feature_politeness_==Hedges==_mean,feature_politeness_==Factuality==_mean,feature_politeness_==Deference==_mean,feature_politeness_==Gratitude==_mean,feature_politeness_==Apologizing==_mean,feature_politeness_==1st_person_pl.==_mean,feature_politeness_==1st_person==_mean,feature_politeness_==1st_person_start==_mean,feature_politeness_==2nd_person==_mean,feature_politeness_==2nd_person_start==_mean,feature_politeness_==Indirect_(greeting)==_mean,feature_politeness_==Direct_question==_mean,feature_politeness_==Direct_start==_mean,feature_politeness_==HASPOSITIVE==_mean,feature_politeness_==HASNEGATIVE==_mean,feature_politeness_==SUBJUNCTIVE==_mean,feature_politeness_==INDICATIVE==_mean,feature_politeness_==Please==_grad,feature_politeness_==Please_start==_grad,feature_politeness_==HASHEDGE==_grad,feature_politeness_==Indirect_(btw)==_grad,feature_politeness_==Hedges==_grad,feature_politeness_==Factuality==_grad,feature_politeness_==Deference==_grad,feature_politeness_==Gratitude==_grad,feature_politeness_==Apologizing==_grad,feature_politeness_==1st_person_pl.==_grad,feature_politeness_==1st_person==_grad,feature_politeness_==1st_person_start==_grad,feature_politeness_==2nd_person==_grad,feature_politeness_==2nd_person_start==_grad,feature_politeness_==Indirect_(greeting)==_grad,feature_politeness_==Direct_question==_grad,feature_politeness_==Direct_start==_grad,feature_politeness_==HASPOSITIVE==_grad,feature_politeness_==HASNEGATIVE==_grad,feature_politeness_==SUBJUNCTIVE==_grad,feature_politeness_==INDICATIVE==_grad
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30000000000000004,-0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,-0.30000000000000004,0.0,0.0,0.0
0.0,0.0,0.2727272727272727,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.0,0.0,0.0,0.0,0.02727272727272728,0.0,0.018181818181818177,0.0,0.0,0.0,0.0,0.03636363636363635,0.03636363636363635,5.891683590763908e-18,0.0,0.0,0.0,0.0,0.03636363636363635,0.06363636363636362,-0.06363636363636359,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05454545454545458,0.0,0.0,0.0,-0.006060606060606053,-0.05454545454545458,0.0,0.0,0.0,0.0,0.0,0.0,-0.05454545454545455,0.030303030303030314,0.0,0.0
0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,-0.20000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,-4.973883742554424e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.10000000000000012,0.0,0.0
0.0,0.0,0.4444444444444444,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.4444444444444444,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,-0.03333333333333332,0.0,-0.04999999999999998,0.033333333333333326,0.0,0.0,-0.016666666666666646,0.0,-0.049999999999999996,0.0,0.0,-0.016666666666666646,0.0,0.0,0.0,-0.06666666666666668,-0.016666666666666646,0.0,0.0
0.0,0.0,0.6666666666666666,0.0,0.25,0.0,0.0,0.08333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.041958041958041925,0.0,-0.010489510489510506,0.0,0.0,-0.0034965034965034956,0.0,-0.020979020979020983,-0.013986013986013988,-0.052447552447552434,0.0,0.0,0.0,0.0,0.0,-0.006993006993006983,0.006993006993007018,0.0,0.0
0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-0.1714285714285714,0.0,-0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057142857142857155,0.0,0.0,0.0
0.0,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,-0.013986013986013979,0.0,-0.006993006993006998,0.0,0.0,0.0,0.0,0.0034965034965034917,-0.010489510489510506,0.0,0.0,0.0,0.0,0.0,0.010489510489510485,-9.159496619994459e-18,-0.048951048951048966,0.0,0.0
0.07692307692307693,0.0,0.3076923076923077,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.0,0.0,0.07692307692307693,0.0,0.6153846153846154,0.6153846153846154,0.0,0.0,-0.005494505494505488,0.0,0.02747252747252748,0.0,0.01098901098901099,0.02197802197802198,0.0,0.0,0.0,0.0,0.032967032967032975,-0.005494505494505488,-0.0054945054945054915,0.0,0.0,-1.1510433965030012e-18,0.0,-0.016483516483516477,-0.049450549450549434,0.0,0.0
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999996,0.10000000000000002,0.0,0.0,0.0,0.0,0.0,1.2466677325125226e-16,0.0,0.0,0.0
