feature_politeness_==Please==_mean,feature_politeness_==Please_start==_mean,feature_politeness_==HASHEDGE==_mean,feature_politeness_==Indirect_(btw)==_mean,feature_politeness_==Hedges==_mean,feature_politeness_==Factuality==_mean,feature_politeness_==Deference==_mean,feature_politeness_==Gratitude==_mean,feature_politeness_==Apologizing==_mean,feature_politeness_==1st_person_pl.==_mean,feature_politeness_==1st_person==_mean,feature_politeness_==1st_person_start==_mean,feature_politeness_==2nd_person==_mean,feature_politeness_==2nd_person_start==_mean,feature_politeness_==Indirect_(greeting)==_mean,feature_politeness_==Direct_question==_mean,feature_politeness_==Direct_start==_mean,feature_politeness_==HASPOSITIVE==_mean,feature_politeness_==HASNEGATIVE==_mean,feature_politeness_==SUBJUNCTIVE==_mean,feature_politeness_==INDICATIVE==_mean,feature_politeness_==Please==_grad,feature_politeness_==Please_start==_grad,feature_politeness_==HASHEDGE==_grad,feature_politeness_==Indirect_(btw)==_grad,feature_politeness_==Hedges==_grad,feature_politeness_==Factuality==_grad,feature_politeness_==Deference==_grad,feature_politeness_==Gratitude==_grad,feature_politeness_==Apologizing==_grad,feature_politeness_==1st_person_pl.==_grad,feature_politeness_==1st_person==_grad,feature_politeness_==1st_person_start==_grad,feature_politeness_==2nd_person==_grad,feature_politeness_==2nd_person_start==_grad,feature_politeness_==Indirect_(greeting)==_grad,feature_politeness_==Direct_question==_grad,feature_politeness_==Direct_start==_grad,feature_politeness_==HASPOSITIVE==_grad,feature_politeness_==HASNEGATIVE==_grad,feature_politeness_==SUBJUNCTIVE==_grad,feature_politeness_==INDICATIVE==_grad
0.0,0.0,0.4166666666666667,0.0,0.2916666666666667,0.041666666666666664,0.0,0.0,0.041666666666666664,0.2916666666666667,0.20833333333333334,0.2916666666666667,0.20833333333333334,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.5,0.5833333333333334,0.0,0.041666666666666664,0.0,0.0,-0.010434782608695651,0.0,0.004782608695652171,-0.003043478260869566,0.0,0.0,0.0030434782608695643,-0.003043478260869575,0.00391304347826087,-0.013478260869565228,0.006521739130434783,-0.0013043478260869577,0.0,-0.005652173913043482,-0.010000000000000014,-0.0017391304347826205,0.03391304347826086,0.0,-0.00043478260869565273
0.1111111111111111,0.1111111111111111,0.4444444444444444,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.8888888888888888,0.0,0.0,0.016666666666666666,1.445846464835485e-17,0.033333333333333375,0.0,0.01666666666666669,0.0,0.0,0.0,0.0,0.016666666666666666,0.08333333333333331,0.01666666666666667,0.08333333333333333,0.049999999999999975,0.0,-0.016666666666666646,0.033333333333333354,0.08333333333333334,-0.06666666666666658,0.0,0.0
0.06896551724137931,0.0,0.7241379310344828,0.0,0.41379310344827586,0.13793103448275862,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.20689655172413793,0.4482758620689655,0.5172413793103449,0.27586206896551724,0.0,0.0,0.06896551724137931,0.1724137931034483,0.7586206896551724,0.3448275862068966,0.0,0.034482758620689655,-0.0024630541871921174,0.0,-0.022660098522167497,0.0,-0.002463054187192117,0.010344827586206895,0.003448275862068966,0.0009852216748768468,0.003940886699507391,0.009852216748768475,0.008374384236453201,0.01576354679802954,-0.004926108374384234,0.0,0.0,0.011330049261083741,0.0004926108374384232,0.016256157635467963,-0.0024630541871921165,0.0,-0.004433497536945814
0.2,0.06666666666666667,0.8666666666666667,0.0,0.5333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.0,0.4,0.6666666666666666,0.6,0.8,0.4,0.0,0.2,0.3333333333333333,0.8,0.6666666666666666,0.06666666666666667,0.06666666666666667,-0.014285714285714271,1.0425166893609907e-18,1.629765287408141e-17,0.0,-0.024999999999999977,-0.017857142857142853,0.0,-0.003571428571428571,0.0,0.02142857142857143,-0.007142857142857124,-0.014285714285714264,-0.01071428571428569,0.03571428571428572,0.0,0.028571428571428567,0.014285714285714294,0.003571428571428569,0.010714285714285728,0.021428571428571425,0.021428571428571425
0.09090909090909091,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.36363636363636365,0.0,0.0,0.009090909090909094,0.03636363636363635,-0.05454545454545453,5.891683590763908e-18,-0.01818181818181817,0.0,0.0,0.0,0.0,0.0,-0.02727272727272727,-0.06363636363636364,-0.02727272727272726,-0.03636363636363635,0.0,-0.02727272727272726,-0.03636363636363635,-0.009090909090909073,-0.02727272727272726,0.0,0.0
0.0,0.03571428571428571,0.4642857142857143,0.0,0.25,0.0,0.0,0.0,0.0,0.32142857142857145,0.21428571428571427,0.32142857142857145,0.10714285714285714,0.0,0.0,0.10714285714285714,0.14285714285714285,0.5357142857142857,0.35714285714285715,0.0,0.0,0.0,0.006294471811713187,-0.004105090311986859,0.0,-0.010125889436234256,0.0,0.0,0.0,0.0,-0.0030103995621236965,0.01915708812260536,-0.003557744937055276,-0.0013683634373289546,0.0,0.0,0.014504652435686915,0.006020799124247403,-0.013957307060755321,0.0071154898741105695,0.0,0.0
0.0,0.08333333333333333,0.5833333333333334,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.25,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.0,0.0,0.0,0.8333333333333334,0.5833333333333334,0.08333333333333333,0.0,0.0,-0.024475524475524476,0.024475524475524448,0.0,0.027972027972027958,0.0,0.0,0.0,0.0,-0.055944055944055965,-0.010489510489510481,0.06293706293706292,0.00349650349650348,-1.4095039977052905e-17,0.0,0.0,0.0,-0.06993006993006992,-0.024475524475524497,0.01748251748251748,0.0
0.0,0.0,0.6666666666666666,0.0,0.5714285714285714,0.3333333333333333,0.0,0.14285714285714285,0.0,0.23809523809523808,0.6190476190476191,0.42857142857142855,0.6190476190476191,0.047619047619047616,0.0,0.14285714285714285,0.3333333333333333,0.6666666666666666,0.5238095238095238,0.0,0.047619047619047616,0.0,0.0,-0.005194805194805193,0.0,0.005194805194805207,-0.009090909090909085,0.0,-0.01688311688311688,0.0,-0.01558441558441559,-0.023376623376623384,-0.019480519480519487,-0.009090909090909078,-0.005194805194805195,0.0,-0.011688311688311678,0.005194805194805197,-0.0012987012987013009,-0.012987012987012977,0.0,0.0025974025974025983
0.0,0.0,0.5294117647058824,0.0,0.11764705882352941,0.11764705882352941,0.0,0.058823529411764705,0.0,0.17647058823529413,0.17647058823529413,0.29411764705882354,0.35294117647058826,0.058823529411764705,0.0,0.0,0.11764705882352941,0.7058823529411765,0.7647058823529411,0.0,0.0,0.0,0.0,-0.03921568627450976,0.0,-0.014705882352941168,0.009803921568627456,0.0,0.017156862745098037,0.0,0.03431372549019607,0.014705882352941181,0.029411764705882346,0.044117647058823525,0.012254901960784312,0.0,0.0,-0.0024509803921568575,0.004901960784313738,-0.022058823529411718,0.0,0.0
0.08823529411764706,0.0,0.5,0.0,0.2647058823529412,0.058823529411764705,0.0,0.08823529411764706,0.0,0.3235294117647059,0.5588235294117647,0.38235294117647056,0.3235294117647059,0.14705882352941177,0.0,0.058823529411764705,0.2647058823529412,0.7647058823529411,0.5882352941176471,0.0,0.0,0.00718105423987777,0.0,0.0025974025974026026,0.0,-0.0007639419404125296,0.006111535523300228,0.0,0.009320091673032847,0.0,-0.0035141329258976286,0.0025974025974026035,-0.0004583651642475124,-0.002597402597402599,-0.00870893812070282,0.0,-0.0009167303284950347,-0.0010695187165775347,0.005194805194805203,-0.001833460656990066,0.0,0.0
