Low Propositional Density_mean,High Propositional Density_mean,Low Content Density_mean,High Content Density_mean,Low Formality_mean,High Formality_mean,Low Politeness_mean,High Politeness_mean,Negative Sentiment_mean,Neutral Sentiment_mean,Positive Sentiment_mean,Epistemic Uncertainty_mean,Doxastic Uncertainty_mean,Investigative Uncertainty_mean,Conditional Uncertainty_mean,No Uncertainty_mean,Low Propositional Density_grad,High Propositional Density_grad,Low Content Density_grad,High Content Density_grad,Low Formality_grad,High Formality_grad,Low Politeness_grad,High Politeness_grad,Negative Sentiment_grad,Neutral Sentiment_grad,Positive Sentiment_grad,Epistemic Uncertainty_grad,Doxastic Uncertainty_grad,Investigative Uncertainty_grad,Conditional Uncertainty_grad,No Uncertainty_grad
0.0,1.0,0.0,1.0,0.5,0.5,0.2,0.8,0.6,0.4,0.0,0.3,0.2,0.1,0.3,0.1,0.0,-5.2611149015921334e-17,0.0,-5.2611149015921334e-17,0.0303030303030302,-0.0303030303030302,0.0363636363636363,-0.0363636363636363,-4.603475538893117e-17,1.9729180880970507e-17,0.0,0.0303030303030303,0.0363636363636363,-0.0545454545454545,-0.0303030303030303,0.0181818181818181
0.3333333333333333,0.6666666666666666,0.2,0.8,0.2,0.8,0.3333333333333333,0.6666666666666666,0.0666666666666666,0.8666666666666667,0.0666666666666666,0.2,0.0,0.1333333333333333,0.4,0.4,-0.0892857142857143,0.0892857142857142,-0.0571428571428571,0.0571428571428571,-0.0214285714285714,0.0214285714285714,0.0214285714285714,-0.0214285714285714,-0.0071428571428571,-0.0178571428571428,0.0249999999999999,0.0285714285714285,0.0,0.0107142857142857,0.0285714285714285,-0.0571428571428571
0.3125,0.6875,0.0625,0.9375,0.5625,0.4375,0.5,0.5,0.125,0.6875,0.1875,0.1875,0.0,0.1875,0.1875,0.5625,-0.0367647058823529,0.0367647058823529,-0.0220588235294117,0.0220588235294117,-0.0191176470588235,0.0191176470588235,0.0088235294117647,-0.0088235294117647,0.0264705882352941,-0.063235294117647,0.0367647058823529,0.0220588235294117,0.0,-0.0308823529411764,0.0014705882352941,0.0102941176470588
0.125,0.875,0.0,1.0,0.375,0.625,0.375,0.625,0.125,0.625,0.25,0.0,0.0,0.125,0.0,0.875,-0.0833333333333332,0.0833333333333333,0.0,3.753238851838056e-17,-0.0595238095238094,0.0595238095238094,-0.0833333333333332,0.0833333333333333,0.0119047619047618,-0.107142857142857,0.0952380952380952,0.0,0.0,-0.0595238095238095,0.0,0.0595238095238095
0.0,1.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,-3.1092463804238905e-17,0.0,-3.1092463804238905e-17,-0.05,0.0499999999999999,0.0,-3.1092463804238905e-17,0.0333333333333333,-0.0499999999999999,0.0166666666666666,-3.1092463804238905e-17,0.0333333333333333,-0.0666666666666667,0.0333333333333333,-3.1092463804238905e-17
0.3333333333333333,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6666666666666666,0.5,0.5,0.2083333333333333,0.7083333333333334,0.0833333333333333,0.0833333333333333,0.0,0.1666666666666666,0.0416666666666666,0.7083333333333334,-0.0182608695652174,0.0182608695652173,0.0,-2.701390509829309e-17,-0.0165217391304347,0.0165217391304347,-0.0052173913043478,0.0052173913043478,0.0247826086956521,-0.0213043478260869,-0.0034782608695652,-8.441845343216591e-19,0.0,-0.0043478260869565,0.0091304347826087,-0.0047826086956521
0.3636363636363636,0.6363636363636364,0.0909090909090909,0.9090909090909092,0.5454545454545454,0.4545454545454545,0.2727272727272727,0.7272727272727273,0.3636363636363636,0.5454545454545454,0.0909090909090909,0.2727272727272727,0.0,0.1818181818181818,0.0909090909090909,0.5454545454545454,-0.0363636363636363,0.0363636363636363,-0.0363636363636363,0.0363636363636363,0.0181818181818181,-0.0181818181818181,-0.0363636363636363,0.0363636363636363,0.0818181818181817,-0.1272727272727272,0.0454545454545454,0.0545454545454545,0.0,-0.0727272727272727,0.0363636363636363,0.0181818181818181
0.2352941176470588,0.7647058823529411,0.0588235294117647,0.9411764705882352,0.4705882352941176,0.5294117647058824,0.2352941176470588,0.7647058823529411,0.2941176470588235,0.5882352941176471,0.1176470588235294,0.4705882352941176,0.0,0.0588235294117647,0.1764705882352941,0.4117647058823529,-0.0269607843137254,0.0269607843137254,-0.0196078431372548,0.0196078431372548,-0.0073529411764705,0.0073529411764705,-0.0098039215686274,0.0098039215686274,0.0269607843137254,-0.053921568627451,0.0269607843137254,-0.0098039215686274,0.0,0.0098039215686274,0.0367647058823529,-0.0073529411764705
0.375,0.625,0.125,0.875,0.25,0.75,0.5,0.5,0.25,0.625,0.125,0.125,0.0,0.125,0.125,0.625,-0.0357142857142856,0.0357142857142857,-0.0833333333333332,0.0833333333333333,-0.1190476190476189,0.119047619047619,0.0238095238095238,-0.0238095238095237,0.0714285714285714,-0.1547619047619046,0.0833333333333333,-0.0119047619047618,0.0,-0.0595238095238095,0.0595238095238095,0.0119047619047619
0.5555555555555556,0.4444444444444444,0.2222222222222222,0.7777777777777778,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.0,0.7777777777777778,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.8888888888888888,0.0333333333333333,-0.0333333333333333,-0.05,0.0499999999999999,-0.0333333333333333,0.0333333333333333,-0.0166666666666666,0.0166666666666666,0.0,-0.1166666666666668,0.1166666666666667,0.0,0.0,-0.05,0.0,0.0499999999999999
0.0909090909090909,0.9090909090909092,0.0909090909090909,0.9090909090909092,0.4545454545454545,0.5454545454545454,0.1818181818181818,0.8181818181818182,0.3636363636363636,0.5454545454545454,0.0909090909090909,0.5454545454545454,0.0,0.0909090909090909,0.0909090909090909,0.3636363636363636,-0.0272727272727272,0.0272727272727272,-0.0272727272727272,0.0272727272727272,-0.0272727272727272,0.0272727272727273,-0.0636363636363636,0.0636363636363636,0.009090909090909,-0.0181818181818181,0.009090909090909,-0.0818181818181817,0.0,-0.009090909090909,0.009090909090909,0.0727272727272727
0.3611111111111111,0.6388888888888888,0.0833333333333333,0.9166666666666666,0.4722222222222222,0.5277777777777778,0.5833333333333334,0.4166666666666667,0.2222222222222222,0.6944444444444444,0.0833333333333333,0.25,0.0277777777777777,0.0833333333333333,0.1944444444444444,0.5,-0.0021879021879021,0.0021879021879021,-0.0011583011583011,0.0011583011583011,0.0009009009009009,-0.0009009009009008,-0.0232947232947232,0.0232947232947232,0.0084942084942084,-0.015057915057915,0.0065637065637065,-0.006048906048906,0.0042471042471042,0.0042471042471042,-0.0052767052767052,0.0064350064350064
0.6,0.4,0.1333333333333333,0.8666666666666667,0.7333333333333333,0.2666666666666666,0.4,0.6,0.1333333333333333,0.8,0.0666666666666666,0.4,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.4666666666666667,-0.0285714285714285,0.0285714285714285,-0.0357142857142857,0.0357142857142857,-0.0607142857142857,0.0607142857142857,0.0142857142857142,-0.0142857142857143,0.0285714285714285,-0.0535714285714285,0.0249999999999999,0.0285714285714285,-0.0071428571428571,-0.0107142857142857,0.0,-0.0107142857142857
0.7777777777777778,0.2222222222222222,0.1666666666666666,0.8333333333333334,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.0,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.0,0.0555555555555555,0.2222222222222222,0.6666666666666666,-0.0041279669762641,0.0041279669762641,-0.0278637770897832,0.0278637770897832,-0.0268317853457172,0.0268317853457172,-0.0268317853457172,0.0268317853457172,0.0,-0.0061919504643962,0.0061919504643962,-0.0123839009287925,0.0,-0.0175438596491228,0.0041279669762641,0.0082559339525283
0.1538461538461538,0.8461538461538461,0.0,1.0,0.4615384615384615,0.5384615384615384,0.3076923076923077,0.6923076923076923,0.3846153846153846,0.6153846153846154,0.0,0.6153846153846154,0.0769230769230769,0.1538461538461538,0.1538461538461538,0.0769230769230769,0.0329670329670329,-0.0329670329670329,0.0,4.354652974618213e-17,0.021978021978022,-0.0219780219780219,3.048257082232749e-17,8.709305949236425e-18,-0.0494505494505494,0.0494505494505494,0.0,-0.0604395604395604,-0.0164835164835164,0.0329670329670329,0.0274725274725274,0.0164835164835164
