Low Propositional Density_mean,High Propositional Density_mean,Low Content Density_mean,High Content Density_mean,Low Formality_mean,High Formality_mean,Low Politeness_mean,High Politeness_mean,Negative Sentiment_mean,Neutral Sentiment_mean,Positive Sentiment_mean,Epistemic Uncertainty_mean,Doxastic Uncertainty_mean,Investigative Uncertainty_mean,Conditional Uncertainty_mean,No Uncertainty_mean,Low Propositional Density_grad,High Propositional Density_grad,Low Content Density_grad,High Content Density_grad,Low Formality_grad,High Formality_grad,Low Politeness_grad,High Politeness_grad,Negative Sentiment_grad,Neutral Sentiment_grad,Positive Sentiment_grad,Epistemic Uncertainty_grad,Doxastic Uncertainty_grad,Investigative Uncertainty_grad,Conditional Uncertainty_grad,No Uncertainty_grad
0.0869565217391304,0.9130434782608696,0.0,1.0,0.217391304347826,0.782608695652174,0.3043478260869565,0.6956521739130435,0.3478260869565217,0.6521739130434783,0.0,0.1739130434782608,0.0,0.3043478260869565,0.1304347826086956,0.4782608695652174,-0.0069169960474308,0.0069169960474308,0.0,-1.4417644961096998e-17,-3.6044112402742496e-18,-3.6044112402742496e-18,0.0207509881422925,-0.0207509881422925,0.0296442687747035,-0.0296442687747035,0.0,-0.0059288537549407,0.0,0.016798418972332,0.0079051383399209,-0.0177865612648221
0.125,0.875,0.0,1.0,0.25,0.75,0.625,0.375,0.75,0.25,0.0,0.0,0.0,0.0,0.375,0.625,-0.0833333333333332,0.0833333333333333,0.0,3.753238851838056e-17,-0.0476190476190475,0.0476190476190476,-0.0119047619047618,0.0119047619047619,5.629858277757081e-17,2.3457742823987842e-17,0.0,0.0,0.0,0.0,0.1547619047619047,-0.1547619047619046
0.0357142857142857,0.9642857142857144,0.0,1.0,0.5,0.5,0.1428571428571428,0.8571428571428571,0.3214285714285714,0.5,0.1785714285714285,0.0,0.0,0.25,0.1785714285714285,0.5714285714285714,-0.0068418171866447,0.0068418171866447,0.0,5.334621412437214e-18,-0.0065681444991789,0.0065681444991789,-0.0197044334975369,0.0197044334975369,-0.0062944718117131,-0.0043787629994526,0.0106732348111658,0.0,0.0,0.0123152709359605,0.01559934318555,-0.0279146141215106
0.0714285714285714,0.9285714285714286,0.0714285714285714,0.9285714285714286,0.0714285714285714,0.9285714285714286,0.2142857142857142,0.7857142857142857,0.5,0.5,0.0,0.0,0.0,0.0714285714285714,0.1428571428571428,0.7857142857142857,-0.0285714285714285,0.0285714285714285,-0.0285714285714285,0.0285714285714285,-0.0285714285714285,0.0285714285714285,-0.0197802197802197,0.0197802197802197,0.0065934065934065,-0.0065934065934066,0.0,0.0,0.0,0.0109890109890109,-0.0175824175824175,0.0065934065934065
0.1,0.9,0.1,0.9,0.1,0.9,0.2,0.8,0.3,0.7,0.0,0.0,0.0,0.4,0.0,0.6,-0.0545454545454545,0.0545454545454545,-0.0545454545454545,0.0545454545454545,-0.0545454545454545,0.0545454545454545,-0.0848484848484848,0.0848484848484848,0.0303030303030303,-0.0303030303030303,0.0,0.0,0.0,0.0606060606060606,0.0,-0.0606060606060606
0.037037037037037,0.9629629629629628,0.037037037037037,0.9629629629629628,0.1111111111111111,0.8888888888888888,0.1851851851851851,0.8148148148148148,0.1481481481481481,0.8518518518518519,0.0,0.037037037037037,0.037037037037037,0.1481481481481481,0.2592592592592592,0.5185185185185185,-0.0036630036630036,0.0036630036630036,-0.0036630036630036,0.0036630036630036,2.114806434859338e-18,1.1278967652583137e-17,0.0091575091575091,-0.0091575091575091,0.0152625152625152,-0.0152625152625152,0.0,-0.0012210012210012,0.0006105006105006,0.0195360195360195,-0.0201465201465201,0.0012210012210012
0.0909090909090909,0.9090909090909092,0.0,1.0,0.1818181818181818,0.8181818181818182,0.1818181818181818,0.8181818181818182,0.5454545454545454,0.4545454545454545,0.0,0.0909090909090909,0.0,0.1818181818181818,0.1818181818181818,0.5454545454545454,-0.0454545454545454,0.0454545454545454,0.0,2.263288185478387e-17,0.0454545454545454,-0.0454545454545454,-0.0818181818181817,0.0818181818181817,-0.0363636363636363,0.0363636363636363,0.0,0.0363636363636363,0.0,0.0272727272727272,-2.829110231847984e-18,-0.0636363636363636
0.1,0.9,0.0,1.0,0.65,0.35,0.05,0.95,0.1,0.85,0.05,0.3,0.05,0.5,0.2,0.2,-5.584724603501885e-19,1.7871118731206033e-17,0.0,-8.935559365603018e-18,0.0293233082706767,-0.0293233082706766,-0.012781954887218,0.012781954887218,-0.0060150375939849,0.0082706766917293,-0.0022556390977443,-0.0300751879699248,0.0112781954887218,-0.0511278195488721,0.0225563909774436,0.025563909774436
0.125,0.875,0.0,1.0,0.0625,0.9375,0.25,0.75,0.5,0.5,0.0,0.0625,0.0,0.1875,0.0,0.75,-0.0235294117647058,0.0235294117647058,0.0,1.2611286109788563e-17,0.013235294117647,-0.013235294117647,-0.0176470588235293,0.0176470588235293,0.0205882352941176,-0.0205882352941176,0.0,0.013235294117647,0.0,0.013235294117647,0.0,-0.026470588235294
0.0909090909090909,0.9090909090909092,0.0,1.0,0.1515151515151515,0.8484848484848485,0.303030303030303,0.696969696969697,0.6363636363636364,0.2424242424242424,0.1212121212121212,0.0303030303030303,0.0,0.0909090909090909,0.0606060606060606,0.8787878787878788,-0.007687165775401,0.007687165775401,0.0,-4.151998700445502e-18,-0.0093582887700534,0.0093582887700534,-0.0110294117647058,0.0110294117647058,-0.0103609625668449,0.0113636363636363,-0.0010026737967914,0.0016711229946524,0.0,0.0040106951871657,0.0053475935828877,-0.007687165775401
