n_words_mean,pron_me_mean,pron_we_mean,pron_you_mean,pron_3rd_mean,geo_mean,meta_mean,certain_mean,hedge_mean,n_introduced_mean,n_introduced_w_certain_mean,n_introduced_w_hedge_mean,n_words_grad,pron_me_grad,pron_we_grad,pron_you_grad,pron_3rd_grad,geo_grad,meta_grad,certain_grad,hedge_grad,n_introduced_grad,n_introduced_w_certain_grad,n_introduced_w_hedge_grad
41.2,0.8,1.3,0.4,1.0,0.1,0.0,0.1,1.4,0.0,0.0,0.0,2.0242424242424244,0.07272727272727272,0.2242424242424243,-0.060606060606060615,0.18181818181818182,0.04242424242424244,0.0,-0.0181818181818182,0.2181818181818182,0.0,0.0,0.0
22.0,0.4666666666666667,0.0,0.2,0.13333333333333333,0.3333333333333333,0.0,0.0,1.0666666666666667,0.0,0.0,0.0,1.5857142857142852,-0.02142857142857143,0.0,0.010714285714285718,0.0,0.0035714285714285683,0.0,0.0,0.09285714285714283,0.0,0.0,0.0
15.4375,0.3125,0.0,0.25,0.1875,0.125,0.0,0.0,0.375,0.0,0.0,0.0,0.810294117647059,0.00441176470588235,0.0,-0.03529411764705883,0.016176470588235292,0.03529411764705882,0.0,0.0,0.05588235294117647,0.0,0.0,0.0
37.75,0.75,0.25,0.625,0.25,0.125,0.0,0.0,0.25,0.0,0.0,0.0,7.690476190476187,-0.04761904761904757,0.11904761904761903,-0.13095238095238085,0.0714285714285714,0.08333333333333331,0.0,0.0,2.3457742823987842e-17,0.0,0.0,0.0
35.77777777777778,0.7777777777777778,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,1.0999999999999974,-0.03333333333333334,0.03333333333333329,-0.1333333333333334,-0.03333333333333337,0.05000000000000001,0.0,0.0,0.016666666666666656,0.0,0.0,0.0
22.541666666666668,0.2916666666666667,0.20833333333333334,0.2916666666666667,0.20833333333333334,0.25,0.0,0.08333333333333333,0.4583333333333333,0.0,0.0,0.0,0.41173913043478255,0.002173913043478262,0.021304347826086954,0.00043478260869564265,0.01347826086956522,-0.0017391304347826129,0.0,0.00608695652173913,0.012608695652173908,0.0,0.0,0.0
15.454545454545455,0.0,0.09090909090909091,0.45454545454545453,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,1.7272727272727268,0.0,0.036363636363636355,-0.018181818181818167,0.0,0.0,0.0,0.0,0.14545454545454542,0.0,0.0,0.0
22.470588235294116,0.7058823529411765,0.23529411764705882,0.23529411764705882,0.29411764705882354,0.0,0.0,0.0,0.7058823529411765,0.0,0.0,0.0,0.8284313725490186,0.026960784313725467,0.009803921568627435,0.019607843137254895,-0.019607843137254912,0.0,0.0,0.0,0.039215686274509776,0.0,0.0,0.0
15.25,0.375,0.0,0.25,0.625,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.4285714285714286,-0.011904761904761916,0.0,0.02380952380952384,-0.011904761904761887,0.1904761904761904,0.0,0.0,0.02380952380952382,0.0,0.0,0.0
11.11111111111111,0.4444444444444444,0.0,0.4444444444444444,0.1111111111111111,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,1.4000000000000001,0.049999999999999996,0.0,0.08333333333333331,-0.016666666666666677,0.0,0.0,0.03333333333333334,-3.886557975529863e-18,0.0,0.0,0.0
33.63636363636363,0.18181818181818182,0.7272727272727273,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.5454545454545454,0.0,0.0,0.0,3.045454545454545,0.027272727272727264,0.08181818181818178,3.9607543245871767e-17,0.009090909090909082,0.018181818181818167,-0.009090909090909094,0.0,0.12727272727272726,0.0,0.0,0.0
16.583333333333332,0.2222222222222222,0.19444444444444445,0.3333333333333333,0.2222222222222222,0.16666666666666666,0.0,0.027777777777777776,0.5555555555555556,0.0,0.0,0.0,0.7877734877734879,-0.0074646074646074565,0.0006435006435006433,0.02651222651222651,0.006177606177606181,0.0025740025740025765,0.0,0.003989703989703989,1.0910700993066965e-17,0.0,0.0,0.0
15.666666666666666,0.2,0.13333333333333333,0.4,0.6,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0285714285714282,0.028571428571428567,0.007142857142857146,0.05357142857142856,-0.0071428571428571366,0.0,0.0,0.0,0.16071428571428567,0.0,0.0,0.0
15.555555555555555,0.1111111111111111,0.0,0.16666666666666666,0.2222222222222222,0.05555555555555555,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-0.30134158926728594,0.0061919504643962835,0.0,-0.013415892672858613,0.004127966976264185,-0.0010319917440660476,0.0,0.0,0.016511867905056758,0.0,0.0,0.0
21.615384615384617,1.0769230769230769,0.3076923076923077,0.6153846153846154,0.07692307692307693,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,-0.4890109890109888,-0.03296703296703294,1.741861189847285e-17,0.08241758241758242,4.354652974618213e-18,0.0,0.0,0.0,-0.010989010989010964,0.0,0.0,0.0
34.111111111111114,0.8888888888888888,0.2222222222222222,0.2222222222222222,1.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,1.7777777777777777,0.0,0.0,0.0,4.849999999999999,0.16666666666666663,-0.10000000000000007,-0.05,0.4166666666666667,0.1166666666666667,0.0,-1.3602952914354521e-17,0.38333333333333336,0.0,0.0,0.0
23.75,0.75,0.0,0.1875,0.3125,0.1875,0.0,0.0625,0.625,0.0,0.0,0.0,-0.5735294117647054,-0.08823529411764704,0.0,0.02205882352941177,0.03676470588235295,0.010294117647058825,0.0,-0.001470588235294117,-0.014705882352941173,0.0,0.0,0.0
